# Rx Ry Ux Uy V type rho 
1.175e-05 1.75e-06 0 0 2.7776e-14 0 1000 
1.175e-05 1.58333e-06 0 0 2.7776e-14 0 1000 
1.15833e-05 1.91667e-06 0 0 2.7776e-14 0 1000 
1.15833e-05 1.75e-06 0 0 2.7776e-14 0 1000 
1.15833e-05 1.58333e-06 0 0 2.7776e-14 0 1000 
1.19167e-05 1.41667e-06 0 0 2.7776e-14 0 1000 
1.19167e-05 1.25e-06 0 0 2.7776e-14 0 1000 
1.19167e-05 1.08333e-06 0 0 2.7776e-14 0 1000 
1.175e-05 1.41667e-06 0 0 2.7776e-14 0 1000 
1.175e-05 1.25e-06 0 0 2.7776e-14 0 1000 
1.175e-05 1.08333e-06 0 0 2.7776e-14 0 1000 
1.15833e-05 1.41667e-06 0 0 2.7776e-14 0 1000 
1.15833e-05 1.25e-06 0 0 2.7776e-14 0 1000 
1.15833e-05 1.08333e-06 0 0 2.7776e-14 0 1000 
1.19167e-05 9.16667e-07 0 0 2.7776e-14 0 1000 
1.19167e-05 7.5e-07 0 0 2.7776e-14 0 1000 
1.19167e-05 5.83333e-07 0 0 2.7776e-14 0 1000 
1.175e-05 9.16667e-07 0 0 2.7776e-14 0 1000 
1.175e-05 7.5e-07 0 0 2.7776e-14 0 1000 
1.175e-05 5.83333e-07 0 0 2.7776e-14 0 1000 
1.15833e-05 9.16667e-07 0 0 2.7776e-14 0 1000 
1.15833e-05 7.5e-07 0 0 2.7776e-14 0 1000 
1.15833e-05 5.83333e-07 0 0 2.7776e-14 0 1000 
1.19167e-05 4.16667e-07 0 0 2.7776e-14 0 1000 
1.19167e-05 2.5e-07 0 0 2.7776e-14 0 1000 
1.19167e-05 8.33333e-08 0 0 2.7776e-14 0 1000 
1.175e-05 4.16667e-07 0 0 2.7776e-14 0 1000 
1.175e-05 2.5e-07 0 0 2.7776e-14 0 1000 
1.175e-05 8.33333e-08 0 0 2.7776e-14 0 1000 
1.15833e-05 4.16667e-07 0 0 2.7776e-14 0 1000 
1.15833e-05 2.5e-07 0 0 2.7776e-14 0 1000 
1.15833e-05 8.33333e-08 0 0 2.7776e-14 0 1000 
1.14167e-05 1.24167e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.225e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.20833e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.24167e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.225e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.20833e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.24167e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.225e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.20833e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.19167e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.175e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.15833e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.19167e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.175e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.15833e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.19167e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.175e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.15833e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.14167e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.125e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.10833e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.14167e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.125e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.10833e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.14167e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.125e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.10833e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.09167e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.075e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.05833e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.09167e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.075e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.05833e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.09167e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.075e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.05833e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.04167e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.025e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 1.00833e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.04167e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.025e-05 0 0 2.7776e-14 0 1000 
1.125e-05 1.00833e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.04167e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.025e-05 0 0 2.7776e-14 0 1000 
1.10833e-05 1.00833e-05 0 0 2.7776e-14 0 1000 
1.14167e-05 9.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 9.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 9.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 9.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 9.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 9.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 9.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 9.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 9.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 9.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 9.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 9.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 9.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 9.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 9.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 9.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 9.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 9.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 8.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 8.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 8.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 8.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 8.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 8.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 8.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 8.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 8.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 8.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 8.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 8.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 8.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 8.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 8.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 8.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 8.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 8.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 7.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 7.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 7.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 7.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 7.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 7.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 7.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 7.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 7.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 7.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 7.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 7.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 7.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 7.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 7.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 7.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 7.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 7.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 6.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 6.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 6.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 6.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 6.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 6.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 6.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 6.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 6.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 6.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 6.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 6.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 6.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 6.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 6.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 6.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 6.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 6.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 5.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 5.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 5.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 5.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 5.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 5.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 5.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 5.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 5.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 5.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 5.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 5.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 5.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 5.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 5.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 5.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 5.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 5.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 4.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 4.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 4.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 4.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 4.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 4.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 4.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 4.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 4.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 4.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 4.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 4.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 4.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 4.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 4.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 4.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 4.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 4.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 3.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 3.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 3.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 3.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 3.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 3.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 3.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 3.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 3.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 3.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 3.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 3.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 3.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 3.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 3.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 3.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 3.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 3.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 2.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 2.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 2.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 2.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 2.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 2.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 2.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 2.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 2.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 2.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 2.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 2.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 2.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 2.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 2.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 2.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 2.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 2.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 1.91667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 1.75e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 1.58333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 1.91667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 1.75e-06 0 0 2.7776e-14 0 1000 
1.125e-05 1.58333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 1.91667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 1.75e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 1.58333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 1.41667e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 1.25e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 1.08333e-06 0 0 2.7776e-14 0 1000 
1.125e-05 1.41667e-06 0 0 2.7776e-14 0 1000 
1.125e-05 1.25e-06 0 0 2.7776e-14 0 1000 
1.125e-05 1.08333e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 1.41667e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 1.25e-06 0 0 2.7776e-14 0 1000 
1.10833e-05 1.08333e-06 0 0 2.7776e-14 0 1000 
1.14167e-05 9.16667e-07 0 0 2.7776e-14 0 1000 
1.14167e-05 7.5e-07 0 0 2.7776e-14 0 1000 
1.14167e-05 5.83333e-07 0 0 2.7776e-14 0 1000 
1.125e-05 9.16667e-07 0 0 2.7776e-14 0 1000 
1.125e-05 7.5e-07 0 0 2.7776e-14 0 1000 
1.125e-05 5.83333e-07 0 0 2.7776e-14 0 1000 
1.10833e-05 9.16667e-07 0 0 2.7776e-14 0 1000 
1.10833e-05 7.5e-07 0 0 2.7776e-14 0 1000 
1.10833e-05 5.83333e-07 0 0 2.7776e-14 0 1000 
1.14167e-05 4.16667e-07 0 0 2.7776e-14 0 1000 
1.14167e-05 2.5e-07 0 0 2.7776e-14 0 1000 
1.14167e-05 8.33333e-08 0 0 2.7776e-14 0 1000 
1.125e-05 4.16667e-07 0 0 2.7776e-14 0 1000 
1.125e-05 2.5e-07 0 0 2.7776e-14 0 1000 
1.125e-05 8.33333e-08 0 0 2.7776e-14 0 1000 
1.10833e-05 4.16667e-07 0 0 2.7776e-14 0 1000 
1.10833e-05 2.5e-07 0 0 2.7776e-14 0 1000 
1.10833e-05 8.33333e-08 0 0 2.7776e-14 0 1000 
1.09167e-05 1.24167e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.225e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.20833e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.24167e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.225e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.20833e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.24167e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.225e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.20833e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.19167e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.175e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.15833e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.19167e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.175e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.15833e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.19167e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.175e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.15833e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.14167e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.125e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.10833e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.14167e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.125e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.10833e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.14167e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.125e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.10833e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.09167e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.075e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.05833e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.09167e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.075e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.05833e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.09167e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.075e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.05833e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.04167e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.025e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 1.00833e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.04167e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.025e-05 0 0 2.7776e-14 0 1000 
1.075e-05 1.00833e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.04167e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.025e-05 0 0 2.7776e-14 0 1000 
1.05833e-05 1.00833e-05 0 0 2.7776e-14 0 1000 
1.09167e-05 9.91667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 9.75e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 9.58333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 9.91667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 9.75e-06 0 0 2.7776e-14 0 1000 
1.075e-05 9.58333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 9.91667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 9.75e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 9.58333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 9.41667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 9.25e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 9.08333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 9.41667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 9.25e-06 0 0 2.7776e-14 0 1000 
1.075e-05 9.08333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 9.41667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 9.25e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 9.08333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 8.91667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 8.75e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 8.58333e-06 0 0 2.7776e-14 1 1000 
1.075e-05 8.91667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 8.75e-06 0 0 2.7776e-14 0 1000 
1.075e-05 8.58333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 8.91667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 8.75e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 8.58333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 8.41667e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 8.25e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 8.08333e-06 0 0 2.7776e-14 1 1000 
1.075e-05 8.41667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 8.25e-06 0 0 2.7776e-14 0 1000 
1.075e-05 8.08333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 8.41667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 8.25e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 8.08333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 7.91667e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 7.75e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 7.58333e-06 0 0 2.7776e-14 1 1000 
1.075e-05 7.91667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 7.75e-06 0 0 2.7776e-14 0 1000 
1.075e-05 7.58333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 7.91667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 7.75e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 7.58333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 7.41667e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 7.25e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 7.08333e-06 0 0 2.7776e-14 1 1000 
1.075e-05 7.41667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 7.25e-06 0 0 2.7776e-14 0 1000 
1.075e-05 7.08333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 7.41667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 7.25e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 7.08333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 6.91667e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 6.75e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 6.58333e-06 0 0 2.7776e-14 1 1000 
1.075e-05 6.91667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 6.75e-06 0 0 2.7776e-14 0 1000 
1.075e-05 6.58333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 6.91667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 6.75e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 6.58333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 6.41667e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 6.25e-06 0 0 2.7776e-14 1 1000 
1.09167e-05 6.08333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 6.41667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 6.25e-06 0 0 2.7776e-14 1 1000 
1.075e-05 6.08333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 6.41667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 6.25e-06 0 0 2.7776e-14 1 1000 
1.05833e-05 6.08333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 5.91667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 5.75e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 5.58333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 5.91667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 5.75e-06 0 0 2.7776e-14 0 1000 
1.075e-05 5.58333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 5.91667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 5.75e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 5.58333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 5.41667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 5.25e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 5.08333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 5.41667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 5.25e-06 0 0 2.7776e-14 0 1000 
1.075e-05 5.08333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 5.41667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 5.25e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 5.08333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 4.91667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 4.75e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 4.58333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 4.91667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 4.75e-06 0 0 2.7776e-14 0 1000 
1.075e-05 4.58333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 4.91667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 4.75e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 4.58333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 4.41667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 4.25e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 4.08333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 4.41667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 4.25e-06 0 0 2.7776e-14 0 1000 
1.075e-05 4.08333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 4.41667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 4.25e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 4.08333e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 3.91667e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 3.75e-06 0 0 2.7776e-14 0 1000 
1.09167e-05 3.58333e-06 0 0 2.7776e-14 0 1000 
1.075e-05 3.91667e-06 0 0 2.7776e-14 0 1000 
1.075e-05 3.75e-06 0 0 2.7776e-14 0 1000 
1.075e-05 3.58333e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 3.91667e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 3.75e-06 0 0 2.7776e-14 0 1000 
1.05833e-05 3.58333e-06 0 0 2.7776e-14 0 1000 
